"id";"description";"TAR"
"1064373240267765";"nicht lassenmeckern nur über daswas sie selber denken die Spinner da OBEN";"public"
"1065798426791913";"Erziehung für Politiker wäre ja mal was .";"public"
"1065828320122257";"Torsten";"individual"
"1064414723596950";"Tilo Pusch Ich schwöre es . Deutschland ist meine Heimat . Ich bin Christ und im Irak ich habe keine Chance . Vor Jahren waren ungefähr . Christen und aktuell sind weniger als . Christen im Irak . Darum ich liebe Deutschland und insbesondere das Sachsen .";"individual"
"1065910246780731";"Juliane Ende Und da fiel auch immer der Begriff SCHEINDEMOKRATIE.in Stabü";"individual"
"1066278033410619";"Michael Grimm zur Entscheidung Oma die AfD zu wählen kann ich nur sagen Oma liebe Oma .";"individual"
"1065979783440444";"Gisela Friebe Richtig Danke .";"individual"
"1064441946927561";"Sachsen macht euch nichts daraus früher hat man auf den Grünen rumgehackt als sie noch Ideen hatten .";"group"
"1069142563124166";"Schaut hin ihr Menschen diese Herrenriege bestimmt über Zukunft . Deren Zukunft liegt hinter ihnen und sie haben den Teil ihres Lebens gelebt . Und ihr schaut immer noch zu . Ihr und Kinder müssen dieses Leid ertragen . Steht doch endlich auf .";"group"
"1069224583115964";"die Schwaben sind von Gestern . Ach es ist doch alles nicht so schlimm .";"public"
"1064399096931846";"ehrlich Alan .";"individual"
"1065875530117536";"Hildegard Müller Genau so ist es .";"individual"
"1065824020122687";"Ohhh Staatsbürgerkunde kommt mir bekannt vor .";"public"
"1065932713445151";"Die Sachsen wollen kein Multikulti Herr Tillich Multikulti ist gescheitert .";"individual"
"1064594276912328";"Es gibt noch viel zu viel worüber nicht gesprochen werden darf und ES KOTZT MICH AN . PEGIDA und die AfD finden es nötig sich ausgerechnet bei Israel einzuschleimen wo es doch ausgerechnet Organisationen sind die wie mir scheint mithilfe von Schuldgefühlen und Erpressung die Länder mit Fremden überfluten und damit die Länder und die Kulturen ihrer Völker zerstören . Übrigens gewann ich soeben den Eindruck es scheint eine Organisation zu geben die ihren Namen durch drei Buchstaben abkürzt die bei Facebook wie es soeben schien einen Security Check provozieren sobald sie in einem Kommentar erscheinen . Zumindest ist das soeben mir geschehen weshalb ich einen Kommentar der diese Reihe aus drei Buchstaben enthielt und offenbar deshalb einfach nicht einstellbar war löschen musste um quasi denselben diesen Kommentar ohne die Reihe Buchstaben nochmals zu schreiben und posten zu können . Es ist offensichtlich dass wir hier eine Plattform benutzen die genau von den Deutsch Kräften kontrolliert wird denen wir mithilfe dieser Plattform entkommen wollen . Es ist einfach lachhaft wäre es nicht so tödlich ernst .";"public"
"1069164643121958";".";"public"
"1065817270123362";"Das Sein bestimmt das Bewußtsein Karl Marx DDR . Nicht Indoktrination verändert das Verhalten von Menschen sondern ihre Lebensbedingungen bestimmen ihr Verhalten .";"public"
"1065909316780824";"Juliane Ende für wen möchten sie Bildung und wie soll die aussehen etwa so das wir dem wie unsere RegierungParteienUnternehmerWirtschaftsbosse momentan sind nur das nach schreien was der Prediger vorgibt kann doch nicht ihre Intention sein nur um an der Macht zu bleiben .";"individual"
"1064921366879619";"Tilo Pusch zum Glück . y";"individual"
"1069128756458880";"Auc so eine Person";"public"
"1065880436783712";"Herr Tillich sollte mal an einem Lehrgang teilnehmen der da heißtIch bin Politiker vom Volke gewählt und habe für Dieses da zu sein .";"public"
"1064518290253260";"Wo bleibt die Bescheidenheit . Denn diese ist eine Tugend .";"public"
"1064377680267321";"Juliane Ende Was hast du raußgefunden .";"individual"
"1069143743124048";"";"public"
"1064384613599961";"Ich habe auch Türken und Marrokaner als Freunde und da gibt es keine Probleme . Der Glaube und die Politik müssen strikt getrennt werden . Jeder kann seinen Glauben leben aber nicht versuchen einem seinen Glauben überzustülpen . Das gibt nur Hass .";"public"
"1066090603429362";"Juliane Ende Mal darüber nachgedacht . Die Gehirnwasche war ungebakt die demokratische ist profi .";"individual"
"1069077826463973";"nur zum Kotzen";"public"
"1065895823448840";"Bildung Kulturmarxismus und Gehirnwäsche";"public"
"1065806996791056";"Staatsbürgerkunde . Die DDR läßt grüßen . Jahre DDR können nicht schlecht gewesen sein . Ha Ha Und eine Blockflöte Tillich gibt den Unterricht .";"public"
"1064370740268015";"willst du mich jetzt komplett verarschen . ich dachte der kommentar von charon analritter wäre schon die stufe und dann kommst du hier angepimmelt und kriegst nicht einmal einen satz raus man . ich kann mir beim willen nich zusammenreimen was du mir jetzt sagen willst . wie lange lebst du denn schon in deutschland . wochen . ich kenne Asylanten die besser deutsch können als du .";"individual"
"1064634410241648";"Die Sachsen haben viel Unterstützung aus dem Ausland . Ich sage nur Polen oder Tschechien . Die Gutmenschen sind mittlerweile ein Haufen . Sie sind mittlerweile in der Minderheit und ganz Europa schüttelt nur den Kopf über solch naiv Menschen";"public"
"1065799113458511";"Das kenne ich von früher . Stabü . war total langweilig .";"public"
"1064447860260303";"Ich bin zwar kein Fan vom Spiegel aber dieses mal haben sie sich sehr interessant damit auseinander gesetzt warum in Dresden Pegida so erfolgreich ist aber in Leipzig nicht .";"public"
"1065835573454865";"Politoffizier Merkel wird es schon richten .";"public"
"1065841533454269";"neee iss klar wenn die Umformung bissl holpert dann halt Umerziehung wie bei Väterchen Stalin und Vattern Honecker .";"public"
"1065824590122630";"Die Herren Politiker sind in den Modus gewechselt Wenn erst mal die Milionen Einwanderer angekommen sind ist es irrelvant was die Altbevölkerung Denkt . Der Nannystaat der für den Bürger denkt und handelt";"public"
"1065938206777935";"Danke Peter Dost .";"individual"
"1065801540124935";"ein Sachse lässt sich eben keine Lügen so einfach gefallen und auftischen .";"public"
"1064379180267171";"Weil wir Sachsen uns niemals von den Geisteskranken Politikern Vorschriften machen lassen . Die sind ja nur auf Ihr Ansehen in der Welt bedacht . IM ErikaMerkel";"group"
"1065819610123128";"Schaut euch das Gesindel doch an . Die Meisten ändern doch ihre Gesinnung wenn sie erstmal einer Arbeit nachgehen und ordentlich Steuern und Abgaben zahlen . Dann merken sie das man jahrelang schaffen kann und trotzdem nicht vom Fleck kommt .";"public"
"1064380410267048";"Der Osten macht es vor . und wo bleibt der Westen . XD da ist ja schon alles verseucht bringt nix mehr .";"public"
"1066196066752149";"Schwachöpfe";"public"
"1065824936789262";"Die Forderung nach Veröffentlichung aller Akten über Deutschlands Vergangenheit scheint für diese Bildungsverweigerer keine Rolle zu spielen . Man will sich mit den Siegermächten nicht anlegen . Die Aufarbeitung und Veröffentlichung soll dem Volk vorenthalten werden . Lügenpolitik zu Gunsten einer Scheindemokratie .";"public"
"1065849536786802";"Neine diese brauchen wir nicht unsere Schulbildung ist ausreichend .";"public"
"1069106379794451";"Also ich mag die Grünen nicht aber hier wird deutlich wie Zeitungsschmierer arbeiten . Wenn sie jemanden diskreditieren wollen dann tun sie es egal welcher Partei er angehört .";"public"
"1064593270245762";"";"public"
"1065826126789143";"Man du hast so recht .";"individual"
"1065823743456048";"Ist wohl Umerziehung gemeint .";"public"
"1065863873452035";"Jetzt wird es komisch . Die Gehirnwäsche als Mittel . Die Angst der Regierung vor dem Volk treibt Blüten . Aber das ist das Ergebnis vom Ignoranz und Verleumdung . Seltsam ist nur das Aufbegehren des Volkes als mutig und richtig bezeichnet wurde . Das Aufbegehren gegen Bevormundung Überwachung Selbstherrlichkeit und gegen Züge heisst heute von den Leuten Rechts und Nazi .";"public"
"1065853190119770";"Unglaublich . ZDF will uns den RFID Chip schmackhaft machen . Bereits vor Monaten schrieb ich über diesen Plan . Hier geht es zu meinem Artikel";"public"
"1065897210115368";"und werden überall hin gefahren mit Taxi oder Bus";"public"
"1064623233576099";"Eva Peters genau so ist es . Das soll alles schön vertuscht werden weil sie Angst haben das von unseren und Gutmenschenleider immer noch reichlich vorhanden dann doch so einige aus ihrem Komaschlaf aufwachen . Da verliert man ja schließlich Wählerstimmen und je mehr die Wahrheit erfahren umso größer wird die Gefahr das man die Kontrolle über das Volk verliert . Kenne auch Leute die auf Grund ihres Berufes mit den Flüchtlingen zu tun haben und da wurde klar und deutlich der Maulkorb verpasst und mit Konsequenzen gedroht bei Zuwiderhandlungen oder Beteiligung an Kundgebungen . Gott sei Dank halten sich immer weniger an diese Anweisungen und erzählen wie es wirklich aussieht .";"individual"
"1066007420104347";"Schulbildung . Der Kasper kann ja mal und Bildung an den Grenzübergängen anbieten . Auf dem Stundenplan bitte Frauen gegen Ihren Willen belästigenbegrapschen und vergewaltigen . Nicht erlaubt . Steht unter Strafe . Grenzübertritte in Europa . Nicht erlaubt . Zig Identitäten zum abkassieren von Leistungen aller Art . Nicht erlaubt . Islamisierung betreiben . Nicht erlaubt . Und damit er und seines noch was CDU SPD und Grünen Politiker mitnehmen . Sich am Volkseigentum bereichern . Nicht erlaubt . Pädo Drecksäcke finanzieren und unterstützen . Nicht erlaubt . Gegen den Willen des Volkes regieren . Nicht erlaubt . Rentenkassen plündern . Nicht erlaubt . Kinder und Altersarmut zulassen . Nicht erlaubt . Selbst Diäten schamlos erhöhen . Nicht erlaubt . Unfassbar welche Arschlöcher momentan in diesem Land Scheiße reden dürfen .";"public"
"1069086469796442";"";"public"
"1065834123455010";"die Linken haben in den ern auf mein Auto welches in Kreuzberg geparkt war ein AnarchieSymbol gekratzt und das bei einem Arbeiter denkt nicht das die sich für Recht und Ordnung einsetzen .";"public"
"1065856720119417";"Sachsen braucht also mehrGutmenschPropaganda . Auf keinen Fall die Sachsen sind ein Beispiel für uns alle wie man sich richtig zur Wehr setzt . Respekt .";"public"
"1065875520117537";"Daumen hoch für den Kommentar Danke dafür . Besonders für man hatten wir es ruhig .";"individual"
"1066592630045826";"Ich kenne bei dieser Politik die hier gemacht wird nur einen Spruch und der geht so . Politik ist eine Hure du kannst machen was du willst solange du Bezahlst .";"public"
"1065802323458190";"da hab ich immer geschlafen";"public"
"1064408500264239";"Torsten Martin selten so gelacht v";"individual"
"1065848556786900";"";"public"
"1065835766788179";"Gisela Friebe Ich bin auch der Meinung dass sich viele Rentner von den Altparteien abwenden . Schaut man sich bei den Demos von PEGIDA und AfD um so sind doch sehr viele Menschen dabei .";"individual"
"1065810020124087";"Man darf auch wenn Häuser brennen nur nicht mit Menschen darin .";"public"
"1069175566454199";"Kretschmann ist ein Linker durch und durch . Anhänger des Menschenschlächters Mao Tse Tung der für über Millionen Tote . in Friedenszeiten verantwortlich ist . Kretschman und Konsorten sind die Gefahr für einen Rechtstaat .";"public"
"1069188103119612";"Auweia";"public"
"1064361840268905";"Alessandro Gentile gefällt mir was Du schreibst . Ist BaWü nicht das Bundesland das so rot grün vers.ist .";"individual"
"1066007663437656";"Da stimme ich dir voll und ganz zu .";"individual"
"1066462050058884";"Juliane Ende die geistig Partei .";"individual"
"1065896900115399";"Michael Grimm ja die Fratze . Warum sehen das so wenige Mensche . Denen im Westen ging es doch nur gut weil es uns gab . Die Konsumgüter die wir zusätzlich in den Kombinaten produziert haben für den Westen . Wir Millionen Einwohner waren Arbeiter mit dem was wir hatten . Ich will das System von Damals nicht preisen denn so ging es auch nicht weiter . Jedoch was jetzt abgeht ist der Wahnsinn .";"individual"
"1065827996788956";"Politiker sollten mal bei sich selbst anfangen . Das ist ein Land also darf man auch rechts eingestellt sein .";"public"
"1069103569794732";"Mal ganz ehrlich der Herr Kretschmann kommt mir sehr verdächtig vor entweder ist er etwas verwirrt oder aber er nimmt auch solche Mittelchen ala Volker Beck . Er kann Fragen nicht folgen gibt Antworten ja holla die Waldfee und solche Menschen regieren ein Bundesland nee danke wer diese Leute an die Macht gebracht ist auch irgendwie nicht ganz bei Trost noch dazu diese Kompost Partei die sollte schnell entsorgt werden besser ist das .";"public"
"1065839686787787";"Gleu Was bringt ungültig wählen und wie werden nicht Stimmen aufgeteilt . Können Sie mir das bitte erklären ich verstehe es noch nicht .";"individual"
"1065853216786434";"Also ich sehe bei den Demos der AfD in Erfurt viele Rentner die bei Wind und Wetter dort erscheinen . Sicher gibt es welche die aus Gewohnheit CDU und SPD wählen aber das sind längst nicht alle .";"public"
"1065813310123758";"Wenn man Politik mit dem Volk für das Volk macht hat man Bildung nicht notwendig . Mittlerweile weiß jeder Bürger was er von diesem Staat zu halten hat . Wenn die Politik nach SEDStil Augen zu und durch weiter praktiziert wird ist eine Eskalation der Lage absehbar . Und das nicht nur in Sachsen sondern bundesweit .";"public"
"1065802966791459";"Wir brauchen eine Politik";"public"
"1065828656788890";"Was wir hier benötigen ist das Recht auf Meinungsfreiheit .";"public"
"1064443133594109";"Wir sind ein Land . Gemeinsam sind wir Stark .";"public"
"1069080809797008";"Der gehört doch der Partei an wie dieser Beck.oder.ach ja.man hört es doch auch . Könnte es sein dass sein Lieferant in Verzug ist . Wer wählt eigentlich solche Leute .";"public"
"1064440160261073";"Na ja die Uni Leipzig hat halt alle WessieVersager die keine Studienzulassung an Unis bekamen in den ern aufgenommen . Jetzt ham wir den Salat .";"public"
"1064996736872082";"Gerry Zuhlig Der Weltkrieg Millionen Tote verursacht durch NichtMuslime . Der Weltkrieg tot verursacht durch NichtMuslime . Nagasaki Atombomben . Tote verursacht durch NichtMuslime . Der Krieg in Vietnam mehr als Millionen Tote verursacht durch NichtMuslime . Der Krieg in Bosnien Kosovo mehr als . Toten verursacht NichtMuslime . Krieg im Irak bisher . Todesfälle verursacht NichtMuslime . Afghanistan Burma usw. verursacht durch NichtMuslime Du denkst immer noch dass der Islam ist das Problem . Und wenn zu ihnen gesagt wird verursachen keine Korruption auf der Erde sagen sie Wir sind Friedensmacher aber Reformer .";"individual"
"1064381780266911";"Ob ihr es glaubt oder nicht . Hier in Worms in einer Klasse wussten fast alle in dieser Schulklasse nicht wo Sachsen liegt . Was Sachsen ist . Und wo Dresden liegt . Da fällt ein nichts mehr ein . Diese Schulbildung hier im Kalifat Worms ist einfach unfassbar .";"public"
"1069177186454037";"den müsst ihr euch reinziehen der Knaller die Kinderficker Drogenkranken grünen";"public"
"1065818066789949";"Gehirnwäsche triffts wohl eher";"public"
"1065828670122222";"Wieso die Sachsen . also dann aber zumindest eher die Bundeszentrale für Bildung . Seid wann wird ein Land wie z.Bsp. Sachsen in Politik aus oder weitergebildet . Ist ja ein Lacher . Von daher Bundeszentrale mal nachdenken über so viel Schwachsinn . warum . selbst denken und dann reden . oh das tut echt weh .";"group"
"1064678616903894";"Dann wäre ich mal gespannt in was genau Sachsen das Vorzeigebundesland ist . Oder soll man etwa stolz auf Clausnitz Freital und Co. sein .";"public"
"1065822366789519";"Auf Deutschland rollt eine Armutswelle zu . Da wird mir Angst und Bange . Und die werden sicher keine CDU oder SPD wählen . Meine Oma wählt AFD mit .";"public"
"1069101569794932";"Jetzt crystalisiert sich so einiges raus D";"public"
"1066428593395563";"eine Erneuerung der Schulbildung wäre mal von Nöten und der Zeit angepasst jedoch mehr Bildung . Dadurch erzieht man sich aber keine Menschen welche dann Ihre Parteien wählen . Aber es werden vielleicht Politiker entstehen wo man eventuell mal wieder die Versprechen und Wahlthemen glauben kann . Bislang haben alle Politiker eins gemeinsam . Sie sind verlogen und wirtschaften in die Tasche was geht . Wann hat mal einer freiwillig gesagt statt die Diäten zu erhöhen senken wir Steuern . Warum verdienen Politiker soviel Geld für soviel Scheiße eine Friseurin steht h im Salon und muss trotz Mindestlohn mit Hartz aufstocken . Altenpfleger bzw. überhaupt Pflegeberufe sind mit Herzblut rund um die Uhr für ihre Bewohner da und sie verdienen einen Witz . Also warum verdient der Politiker mehr . Warum wird darüber nicht mal debattiert da macht ihr wenigstens mal was sinnvolles .";"public"
"1069093459795743";"Der Interviewer zeigt hier wie das bei der Lügenpresse gemacht wird Der Interviewte wird dazu gebracht eine Aussage zu machen . Wie bei Frau Petry mit der Grenzschließung geht es nur um das Wort also ist das eher ein Verhör als ein Interview . Und es spielt dabei keine Rolle wer das Opfer ist";"public"
"1069088383129584";"Hier zeigt sich die Kompetenz der Politiker speziell der Grünen Sie denken über alles nach und kommen zu Ergebnis .";"public"
"1066281116743644";"Albert Kiss was heißt ungebakt . Kann mit dem Ausdruck nichts anfangen . Übrigens haben die meisten Menschen ein ganz Leben in der DDR gelebt . Ohne Gehirnwäsche . Sicherlich gingen uns die Parolen auf die Nerven . Du brauchtest aber nicht in die SED eintreten wenn du nicht wolltest . Und geschimpft und gemeckert über den Staat haben wir auch . Mich hat keiner von der Stasi abgeholt .";"individual"
"1066008933437529";"Mehr Erziehung weniger Denken . Menschen sind die Fressfeinde der Demokratiediktatoren in Berlin .";"public"
"1065810836790672";"Für Bildung und die Bevölkerung ist kein Geld da aber für Flüchtlinge .";"public"
"1065886793449743";"Dem Tilli ist seine Kariere anscheinend wichtiger als bei der Wahrheit zu bleiben .";"public"
"1069093209795768";"Und ich habe noch nie rot oder Grün gewählt .";"public"
"1064464676925288";"Das ihr euch über so Antifantendreck aufregt der kann uns mal am Hobel bla .";"group"
"1066221073416315";"Sehrt gut . Dan bitte anfangen mit Mein Kampf .";"public"
