"id";"text";"TAR";"predicted_label";"tokens";"pos_tags"
"1065842083454214";"wenn kein Haus mehr bombardieren werden -- werden auch kein Haus mehr brennen . der Flüchtling bleiben aus .";"public";"";"";""
"1065868516784904";"GutmenschenHirnverneblersprüche.na ja fallen niemand mehr darauf rein . gute können auch nicht aus billigst gekauft Altparteienknecht entstehen .";"public";"";"";""
"1064356010269488";"Deutsch. UN. frei woll ma sein -- un da Bleim ma a dobei -- weil ma ärzgebirg sein . .";"public";"";"";""
"1069076336464122";"Volker beck . Omm zurück . der merken ja noch weniger . alt schweden .";"individual";"";"";""
"1069221583116264";"Peter Freienhagen -- du haben vollkommen Recht . aber ich glauben -- der sein vergeben Iebesmüh . Unserer Jugend gehen der alle an A. vorbei . der haben kein richtig Wert vermitteln bekommen und wir der erwachsene sein auch kein Vorbild mehr -- an der sich ein jung Mensch orientieren können . der haben wir alle mächtig versauen .";"individual";"";"";""
"1065801773458245";"der Altpartei und der Antifa bauen uns ein neu Deutschland -- für der Slam -- für Zensur und gegen der Volk .";"public";"";"";""
"1065882156783540";"Ch weiss gar nicht warum der so laut bellen -- wer Leute wie Marinrichter Filbinger in sein Partei hofieren haben -- sollen doch heute nicht auf der Jugend schimpfen . der haben von der alte lernen .";"group";"";"";""
"1069125156459240";"Oh -- hr. Schwabe haben auch ein Volltrottel als Ministerpräsident . Gruß aus Sachsen -- wählen bitte richtig .";"group";"";"";""
"1065849560120133";"wir haben ein ausreichend Bildung und brauchen kein Bevormundung von ehemalig Stasimitarbeiter Hr. Tillich -- Maas und Co.";"public";"";"";""
"1064399073598515";"doch Gabriele -- aber hoffentlich werden sich der zeitnah deutlich ändern .";"individual";"";"";""
"1064370850268004";"Sachsen lassen euch bloß nicht unterkriegen von der Versagerpolitik und der ügenpressen .";"group";"";"";""
"1065825330122556";"Herr Gottlieb -- ich fürchten -- dass Pegida dereinst in Rückblick der völlig harmlos Auftakt sein -- der sich ein nie dagewesen Eruption der Volk gegen ein volksfeindlich System anschloß . denn wir -- der Volk -- haben der Recht und der PFCHT Widerstand zu leisten .";"individual";"";"";""
"1064363103602112";"der sein genau auf der Punkt bringen .";"public";"";"";""
"1064470026924753";"JEDE STMME. ZÄHT . der SVPnitiative können aller historisch Rekord brechen . der Durchsetzungsnitiative mobilisieren der Masse . n vieler Gemeinde haben bisher klar mehr Person abstimmen als üblich . mein Empfehlung 3 x JA. zu VERUFT an 28. Februar 2016. SVPDurchsetzungsinitiativ JA . Gotthardtunnel JA . Abschaffung der Heiratsstrafe JA . der bürgerlich Mehrheit in der Schweiz sorgen jetzt für vernünftig ösungen und mehr Sicherheit in unser And . UR. OCH 2. TAGE BEBE . senden sie heute per APOST Hr persönlich Abstimmungscouvert zu Wahlbüro . oder geben sie an Samstag und Sonntag persönlich hr Stimme an der Urne ab . es werden sehr knapp. JEDE STMME. ZÄHT .";"public";"";"";""
"1064905916881164";"bei esen der Ommentare können man nur dümm werden .";"public";"";"";""
"1065830673455355";"da helfen nur noch der Vertrauensfrage für dieser sogenannter Regierung.";"public";"";"";""
"1065850386786717";"[@LINK]";"public";"public";"";""
"1064413570263732";"Ata. Mo e friedlich Moslempartei . da haben wir schon der grüne .";"individual";"";"";""
"1065887196783036";"ich haben sich immer zoffen mit mein Staatsbürgerkunde ehr.";"public";"";"";""
"1069099443128478";"der heisst Grundgesetz -- für der Bundesrepublik Deutschland -- deutsch Grundgesetz sein schon umgangssprachlich du Hättest ein genauso lächerlich Figur abgeben -- wie dieser Journalist.";"individual";"";"";""
"1065802840124805";"politisch Bildung heißen dann nichts weiter -- als der alle mal wieder in nur ein Richtung gucken dürfen.";"public";"";"";""
"1064655503572872";"Ch zieh mir Pegida ein bis nichts mehr gehen -- da merken man der der Welt sich drehen herzlich Grüße aus der Erzgebirge -- Freund.";"group";"";"";""
"1069083063130116";"Oh Mann . und sowas dürfen nterviews führen bzw. welcher geben . Eute -- vieler werden wirklich arbeiten -- in Gegensatz zu solcher Figur .";"public";"";"";""
"1065823896789366";"Staatsbürgerkunde . dann aber mit Marx -- Engel und enin .";"public";"";"";""
"1066106730094416";"ja wir brauchen ein politisch Bildung -- aBER ein unzensiertefreieunverfälscht Darstellung der Politik .";"public";"";"";""
"1064441993594223";"Tilo -- ch sein vor 27 Jahr nicht mit Schild rumgefahren -- ich sein schon immer Parteilos sein und sein es noch heute -- der Politik in der DDR sein auch nicht erträglich und sein vor 27 Jahr auch auf der Straße gehen -- aber was hier mit der Volk in Deutschland machen werden sein sein ein Schande für der Eute der vor 27 Jahr auf der Straße gehen sein du sein nicht der einziger der sich trauen -- jetzt auf der Straße zu gehen . Ch sein seit ovember 2014 fast jeder Montag und anderer Demos auf der Straße. wenn du mit mir ein Problem haben -- dann Schau in mein Chronik -- ansonsten geh zu Arzt.";"individual";"";"";""
"1069102966461459";"Inks kennen Retschmann nur von Straßenverkehr . er sein ehe ein grün Verwirrter leinbürger .";"public";"";"";""
"1069105233127899";"habe immer denken ein Krähe -- hacken der anderer kein Auge aus . aber wie der sich selber fertigmachen untereinander köstlich . jeder versuchen noch Linksradikaler zu sein wie der anderer . der sein schon Abstruz.";"public";"";"";""
"1065832670121822";"der Brandursache sein bis heute nicht klären -- aber der schuldige stehen bereits an nächster Tag fest . wie sein der mit der Reichstagsbrand 1933.urz Zeit spät werden der Ermächtigungsgesetz verabschieden und der Weimarer Demokratie abgewickeln .";"public";"";"";""
"1065883433450079";"der Dame und Herr der linker Fraktion dann. ein schön Gruss gute können niemals aus üge und Gewalt entstehen.schön brav an der eigen Ase fassen.und Asylbeantrager der ich Weiss mein amen nicht und Pass einfach weg sein sich mehrfach anmelden -- Herumpöbeln -- vergewalttigen -- steheln -- Raube -- zusammenschlagen -- Belästig und Angst verbreiten sein als der GUTE . Hr haben se doch echt nicht mehr alle . und Sachsen brauchen BDUG . Hmmm unser Euankömmling nicht . WR in Deutschland wissen -- was Recht und Unrecht sein und auch -- der es MMER auch bei uns solcher Eute geben werden -- der dann aber meistens auch bestrafen werden .aber. sie kennen der Gesetz unser deutsch Mitbürger . .der. Rest lassen wir dahingestellen -- ob Bildung oder wenig oder eben garnicht . eS fehlen auf Jeder Fall da der RESPET für der anderer Ultur egal ob Judentum -- Christentum oder sonstig FREDCH ausgelebt Brauch und Religionstum .";"group";"";"";""
"1066040990100990";"warum überraschen es mich nicht -- dass Pegida gegen politisch Bildung an Schule sein . ein Schelm weder böses dabei denken.";"public";"";"";""
"1064848076886948";"Ch sein stolz auf euch Sachse -- nicht nur der ihr der schön Mädel haben -- nein ihr haben auch noch Vaterlandsstolz und kämpfen dafür . .";"group";"";"";""
"1066481290056960";"Daniela beide sein richtig .";"individual";"";"";""
"1065825680122521";"Politiker brauchen kein Aufklärung über Demokratie -- der wissen genau dass es kein Demokratie sein -- wenn ihr Entscheidung und Gesetz von Volk nicht verhindern werden können . wenn der repräsentativ Demokratie über der direkt Demokratie stehen -- DA sein es ein Oligarchie -- ein ETEDTATUR -- ein PolitikerDiktatur . der Wahl der richtig Partei bringen nichts -- wenn der Wahlrecht nicht demokratisch verändern werden . es machen kein Sinn wählen zu gehen in ein diktatorisch System -- der merken immer mehr Mensch und gehen nicht mehr zu Wahl .";"public";"";"";""
"1065834113455011";"-- Ogo wählen sein Pflicht . . ch geben nicht auf -- der Glaube sterben zuletzt .";"public";"";"";""
"1065823883456034";"Erstklassiger Ommentar -- Herr Grow . Danke .";"individual";"";"";""
"1069127059792383";"Ch fragen mich immer wer wählen der eigentlich .";"public";"";"";""
"1065852836786472";"Sachsen brauchen wie wir alle ein neu Regierung .";"public";"";"";""
"1069143589790730";"Werden nie verstehen -- der der meister Mensch in Baden Würtemberg immer noch der grüne wählen wollen . haben ihr kein Gewissen euren indern gegenüber .";"group";"";"";""
"1069136533124769";"Cemil Degirmenci leisen deinen ink mal genau durch . er stellen selber klar -- dass der GG kein Verfassung sein -- versuchen aber sie als solcher unterzujubeln . womit ich deinen Nformationshinweis mal an dich zurückgeben . und D Neumann -- wer Wiki als vollwertig Quelle angeben -- der sein leider auch nicht wirklich zu helfen und unser Vefassung sagen dann in Art.120 aus -- der wir besatzungskoster zu tragen haben -- weil wir ja demnach was sein wem zahlen man besatzungskoster . richtig . ja nee -- klar lassen euch mal weiter verarschen.";"individual";"";"";""
"1065847320120357";"was verstehen er unter politisch Bildung . gegen politisch Bildung sein nichts einwenden -- wenn sie nicht einseitig erfolgen und lediglich manipulieren sollen . wenn man nun Tillich und Mitstreiter so reden hören -- scheinen dieser Gefahr sehr nahe liegend .";"public";"";"";""
"1065865826785173";"also andersdenkende müssen politisch bilden werden der haben wir doch schon einmal .";"public";"";"";""
"1065832640121825";"st unser Bildungssystem nicht schon mehr als genug von linksgrün Deologie unterwandern . woher kommen der massiv Hass auf der deutsche und der Gewalt gegen deutsche bei Student . der nächster Steigerungsform sein dann der massenhaft Selbstmord oder der Selbstversklavung . es sollen viel mehr patriotisch Wert vermitteln werden der uns erst gar nicht in dieser selbszerstörerisch Situation -- von der Spaltung der Gesellschaft in Gut und böse oder Azi und Gutmenschen bis hin zu Aufgabe unser national Dentität -- führen haben .";"public";"";"";""
"1064373240267765";"nicht unterkriegen lassen -- meckern nur über der -- wer sie selber denken der Spinner da OBE.";"public";"";"";""
"1065798426791913";"politisch Erziehung für Politiker sein ja mal wer.";"public";"";"";""
"1065828320122257";"torsten.";"individual";"";"";""
"1064414723596950";"Tilo Pusch ch schwören es . Deutschland sein mein Heimat . Ch sein Christ -- und in Rak ich haben kein Chance . vor 15 Jahr -- sein ungefähr 1.500.000 Christ -- und aktuell sein weniger als 100.000 Christ in Rak . darum ich lieben Deutschland -- und insbesondere der Sachsen .";"individual";"";"";""
"1065910246780731";"Juliane Ende und da fallen auch immer der Begriff SCHEDEMORATE .";"individual";"";"";""
"1066278033410619";"Michael Grimm zu Entscheidung dein Oma der AfD zu wählen -- können ich nur sagen gut Oma -- lieb Oma .";"individual";"";"";""
"1065979783440444";"Gisela Friebe Richtig -- Danke.";"individual";"";"";""
"1064441946927561";"Sachsen machen euch nichts daraus -- früh haben man auf der grüne herumgehacken -- als sie noch gut deen haben .";"group";"";"";""
"1069142563124166";"Schaut hin -- ihr jung Mensch -- dieser alt Herrenrieg bestimmt über eure Zukunft . der Zukunft liegen hinter ihnen und sie haben der groß Teil ihr eben leben . und ihr schauen immer noch zu . Hr und eur Inder müssen dieser eid ertragen . stehen doch endlich auf .";"group";"";"";""
"1069224583115964";"der Schwabe sein von gestern . ach -- es sein doch alle nicht so schlimm .";"public";"";"";""
"1064399096931846";"ehrlich -- Alan .";"individual";"";"";""
"1065875530117536";"Hildegard Müller. Genau so sein es .";"individual";"";"";""
"1065824020122687";"ohhh Staatsbürgerkunde kommen mir bekannt vor .";"public";"";"";""
"1065932713445151";"der Sachse wollen kein Multikulti Herr Tillich -- Multikulti sein scheitern .";"individual";"";"";""
"1064594276912328";"es geben noch viel zu viel -- worüber nicht sprechen werden dürfen und ES. OTZT. MCH a. PEGDA und der AfD finden es nötig -- sich ausgerechnet bei Srael einzuschleimen -- wo es doch ausgerechnet jüdisch Organisation sein -- der -- wie mir scheinen -- Mithilfe von Schuldgefühle und moralisch Erpressung der europäisch änd mit fremde überflun und damit der europäisch änd und der ulturen ihr Volk zerstören. übrigens gewinnen ich soeben der Eindruck -- es scheinen ein jüdisch Organisation zu geben -- der ihr Amen durch drei Buchstabe abkürzt -- der bei Facebook -- wie es soeben scheinen -- ein Security Check provozieren -- sobald sie in ein Ommentar erscheinen . zumindest sein der soeben mir geschehen -- weshalb ich ein ganz Ommentar -- der dieser Reihe aus drei Buchstabe enthalten und offenbar deshalb einfach nicht einstellbar sein -- löschen musste -- um quasi derselbe -- dieser Ommentar -- ohne der ominös Reihe drei Buchstabe -- nochmals zu schreiben und Posten zu können . es sein offensichtlich -- dass wir hier ein Plattform benutzen -- der genau von der Deutsch feindlich Räft kontrollieren werden -- der wir mithilfen dieser Plattform entkommen wollen. es sein einfach Lachhaft -- sein es nicht so tödlich ernst.";"public";"";"";""
"1069164643121958";".";"public";"";"";""
"1065817270123362";"der sein bestimmen der Bewusstsein -- arl Marx -- Staatsbürgerkunde DDR . Icht Ndoktrination verändern der verhalten von Mensch -- sondern ihr Ebensbedingung bestimmen ihr verhalten .";"public";"";"";""
"1065909316780824";"Juliane Ende -- für wen möchten sie Bildung -- und wie sollen der aussehen -- etwa so der wir der huldig wie unser RegierungParteienUnternehmerWirtschaftsbosse momentan sein -- nur der nach Schreie -- wer der Prediger vorgiben -- können doch nicht ihr Ntention sein nur -- um an der Macht zu bleiben .";"individual";"";"";""
"1064921366879619";"Tilo Pusch zu Glück .";"individual";"";"";""
"1069128756458880";"Auc so ein fragwürdig Person.";"public";"";"";""
"1065880436783712";"Herr Tillich sollen mal an ein Ehrgang teilnehmen -- der da heißen ch sein Politiker von Volke wählen und haben für dieser da zu sein .";"public";"";"";""
"1064518290253260";"wo bleiben der Bescheidenheit . denn dieser sein ein Tugend .";"public";"";"";""
"1064377680267321";"Juliane Ende was haben du raußgefunden .";"individual";"";"";""
"1069143743124048";"[@LINK]";"public";"public";"";""
"1064384613599961";"Ch haben auch Türke und Marrokaner als Freund und da geben es kein Problem . der Glaube und der Politik müssen strikt trennen werden . jeder können sein Glaube leben -- aber nicht versuchen ein sein Glaube überstülpen . der geben nur Hass .";"public";"";"";""
"1066090603429362";"Juliane Ende Mal darüber nachdenken . der kommunistisch Gehirnwasche sein ungebakt -- der demokratisch sein Profi .";"individual";"";"";""
"1069077826463973";"nur zu otz.";"public";"";"";""
"1065895823448840";"Political education Cultural Marxism and brainwashing.";"public";"";"";""
"1065806996791056";"Staatsbürgerkunde . der DDR lässt grüßen . 40 Jahr DDR können nicht schlecht sein sein . HaHa und ein Blockflot Tillich geben der Unterricht .";"public";"";"";""
"1064370740268015";"Willst du sich jetzt komplett verarschen . ich denken der Kommentar von Charon Kasten Whatever Analritter sein schon der unter Stufe und dann kommsen du hier angepimmelt und kriegst nicht einmal ein richtig Satz raus man . ich können mir bei gut Wille nich zusammenreimen -- wer du mir jetzt sagen willst . wie lange lebst du denn schon in Deutschland . 3 wochen . ich kennen Asylant -- der gut Deutsch können als du .";"individual";"";"";""
"1064634410241648";"der Sachse haben viel Unterstützung aus der Ausland . Ch sagen nur Polen oder Tschechien . der Gutmenschen sein mittlerweile ein jämmerlich Haufen . sie sein mittlerweile in der Minderheit und ganz Europa schütteln nur der opf über solch naiv krank Mensch.";"public";"";"";""
"1065799113458511";"der kennen ich von früh . Stabü . sein total langweilig ..";"public";"";"";""
"1064447860260303";"Ch sein zwar kein Fan von Spiegel aber dieser Mal haben sie sich sehr interessant damit auseinandergesetzen -- warum in Dresden Pegida so erfolgreich sein -- aber in eipzig nicht .";"public";"";"";""
"1065835573454865";"Politoffizier Merkel werden es schon richten .";"public";"";"";""
"1065841533454269";"Neee iss klar -- wenn der ethnisch Umformung Bissl holperen dann halt staatlich Umerziehung wie bei Väterchen Stalin und Vattern Honecker .";"public";"";"";""
"1065824590122630";"der Herr Politiker sein in der abwart Modus wechseln. wenn erst mal der nächster 810 Milione muslimisch Einwanderer ankommen sein sein es irrelvant wer der Altbevölkerung denken . der Annystaat der für der Bürger denken und handeln.";"public";"";"";""
"1065938206777935";"Danke Peter Dost .";"individual";"";"";""
"1065801540124935";"ein Sachse lässen sich eben kein ügen so einfach fallen und auftischen.";"public";"";"";""
"1064379180267171";"weil wir Sachsen uns niemals von der geisteskrank Politiker Vorschrift machen lassen . der sein ja nur auf hr. ansehen in der Welt bedenken .";"group";"";"";""
"1065819610123128";"Schaut euch der linker Gesindel doch an. der Meister ändern doch ihr Gesinnung -- wenn sie erstmal ein geregelt Arbeit nachgehen und ordentlich Steuer und Abgabe zahlen . dann merken sie -- der man jahrelang schaffen können und trotzdem nicht von Fleck kommen . .";"public";"";"";""
"1064380410267048";"der Osten machen es vor . und wo bleiben der Westen . XD. da sein ja schon alle Verseucht bringen nichts mehr .";"public";"";"";""
"1066196066752149";"Schwachöpfe.";"public";"";"";""
"1065824936789262";"der Forderung nach Veröffentlichung aller geheim Akte über Deutschland politisch Vergangenheit scheinen für dieser Bildungsverweigerer kein Rolle zu spielen . man wollen sich mit der alliierter Siegermächt nicht anlegen . der Aufarbeitung und Veröffentlichung sollen der Volk vorenthalten werden . Ügenpolitik zu Gunst ein Scheindemokratie .";"public";"";"";""
"1065849536786802";"ein dieser brauchen wir nicht -- unser ausgezeichnet Schulbildung sein ausreichend.";"public";"";"";""
"1069106379794451";"also ich mögen der grüne nicht -- aber hier werden deutlich wie gewiß Zeitungsschmierer arbeiten . wenn sie jemand Diskreditier wollen dann tun sie es -- egal welcher Partei er angehören .";"public";"";"";""
"1064593270245762";"[@LINK]";"public";"public";"";""
"1065826126789143";"man du haben so recht . .";"individual";"";"";""
"1065823743456048";"st wohl Umerziehung meinen .";"public";"";"";""
"1065863873452035";"jetzt werden es komisch . der Gehirnwäsch als letzter Mittel . der Angst der Regierung vor der Volk treiben seltsam Blüte . aber der sein der Ergebnis von Gnoranz und Verleumdung . seltsam sein nur der -- dass aufbegehren der Ostdeutschen Volk 89 als mutig und richtig bezeichnen werden . der gleich aufbegehren gegen Bevormundung -- Überwachung -- Selbstherrlichkeit und gegen diktatorisch Zug heisst heute von der gleich eut Recht und Azi .";"public";"";"";""
"1065853190119770";"unglaublich . ZDF wollen uns der RFIDChip schmackhaft machen . bereits vor 9 Monat schreiben ich über dieser teuflisch Plan . hier gehen es zu mein Artikel.";"public";"";"";""
"1065897210115368";"und werden überall hin fahren mit Taxi oder Bus.";"public";"";"";""
"1064623233576099";"Eva Peters genau so sein es . der sollen alle schön vertuschen werden -- weil sie Angst haben der von unser naiv und dummgläubieg Gutmenschen dann doch so einige aus ihr Omaschlaf aufwachen . da verlieren man ja schließlich Wählerstimme und je mehr der Wahrheit erfahren -- umso groß werden der Gefahr der man der ontroll über der wütend Volk verlieren . Enne auch euen der aufgrund ihr Beruf mit der Flüchtling zu tun haben und da werden klar und deutlich der Maulkorb verpassen und mit beruflich onsequenzen drohen bei Zuwiderhandlung oder Beteiligung an dementsprechend undgebungen . Gott sein Dank halten sich immer weniger an dieser Anweisung und erzählen wie es wirklich aussehen .";"individual";"";"";""
"1066007420104347";"politisch Schulbildung . der Asper können ja mal politisch und allgemein Bildung an der Grenzübergäng anbieten . auf der Stundenplan bitte Frau gegen hr Wille belästig -- begrapsch und vergewaltigen . Icht erlauben . stehen unter Strafe . llegal Grenzübertritt in Europa . Icht erlauben . Zig dentitäten zu abkassieren von Eistung aller Art . Icht erlauben . Slamisierung betreiben . Icht erlauben . und damit er und seinesgleichen noch wer lernen -- bitte CDU -- SPD und grün Politiker mitnehmen . sich an Volkseigentum bereichern . Icht erlauben . Pädo freundlich Drecksäck finanzieren und unterstützen . Icht erlauben . gegen der Wille der Volk regieren . Icht erlauben . Rentenkasse plündern . Icht erlauben . Ind und Altersarmut zulassen . Icht erlauben . selbst Diät schamlos erhöhen . Icht erlauben . unfassbar welcher Arschlöcher momentan in dieser and Scheiße reden dürfen .";"public";"";"";""
"1069086469796442";"[@LINK]";"public";"public";"";""
"1065834123455010";"der Inke haben in der 90er auf mein Auto -- welcher in Reuzberg parken sein -- ein AnarchieSymbol kratzen und der bei ein Arbeiter -- denken nicht der der sich für Recht und Ordnung einsetzen .";"public";"";"";""
"1065856720119417";"Sachsen brauchen also mehrGutmenschPropaganda . auf kein Fall -- der Sachse sein ein leuchtend Beispiel für uns alle wie man sich richtig zu Wehr setzen . Respekt .";"public";"";"";""
"1065875520117537";"Daume hoch für der Ommentar -- Danke dafür . besonders für man haben wir es ruhig .";"individual";"";"";""
"1066592630045826";"Ch kennen bei dieser Politik -- der hier machen werden nur ein Spruch und der gehen so . Politik sein ein Hure -- du kannst machen -- wer du willen so lange du bezahlen .";"public";"";"";""
"1065802323458190";"da hab ich immer schlafen.";"public";"";"";""
"1064408500264239";"Torsten Martin selten so lachen v.";"individual";"";"";""
"1065848556786900";"[@LINK]";"public";"public";"";""
"1065835766788179";"Gisela Friebe ch sein auch der Meinung -- daß sich vieler Rentner von der Altpartei abwenden . schauen man sich bei der Demos von PEGDA und AfD um -- so sein doch sehr vieler alt Mensch dabei .";"individual";"";"";""
"1065810020124087";"man dürfen auch klatschen -- wenn Haus brennen -- nur nicht mit Mensch darin .";"public";"";"";""
"1069175566454199";"Retschmann sein ein Inker durch und durch . Anhänger der Menschenschlächter Mao Tse Tung -- der für über 50 Million tote in Friedenszeit verantwortlich sein . Retschman und Onsorten sein der groß Gefahr für ein wirklich Rechtstaat .";"public";"";"";""
"1069188103119612";"Auweia.";"public";"";"";""
"1064361840268905";"Alessandro Gentile -- fällen mir -- was du schreibst . st. BaWü nicht der Bundesland -- der so rot grün vers.ist .";"individual";"";"";""
"1066007663437656";"da stimmen ich dir voll und ganz zu .";"individual";"";"";""
"1066462050058884";"Juliane Ende der geistig behindert Partei.";"individual";"";"";""
"1065896900115399";"Michael Grimm ja. der hässlich Fratze . warum sehen der so weniger Mensch . Der in Westen gehen es doch nur gut -- weil es uns geben . der ganz Onsumgüter der wir zusätzlich in der ombinaten produzieren haben für der Westen . wir 16 Million Einwohner sein tüchtig Arbeiter -- mit der bissch wer wir haben . Ch wollen der System von damals nicht preisen -- denn so gehen es auch nicht weiter . jedoch was jetzt abgeht -- sein der schier Wahnsinn .";"individual";"";"";""
"1065827996788956";"Politiker sollen mal bei sich selbst anfangen . der sein ein frei and also dürfen man auch rechts einstellen sein .";"public";"";"";""
"1069103569794732";"mal ganz ehrlich -- der Herr Retschmann kommen mir sehr verdächtig vor -- entweder sein er etwas verwirren oder aber er nehmen auch solcher gut Mittelche ala Volker Beck . er können Frage nicht folgen -- geben merkwürdig Antwort -- ja Holla der Waldfee -- und solcher Mensch regieren ein Bundesland -- nee danken -- wer dieser Eute an der Macht bringen sein auch irgendwie nicht ganz bei Trost -- noch dazu dieser ompost Partei -- der sollen schnell entsorgen werden -- gut sein der .";"public";"";"";""
"1065839686787787";"Conny Gleu. was bringen ungültig wählen und wie werden nicht gewählt Stimme aufteilen . Önnen sie mir der bitte erklären -- ich verstehen es noch nicht .";"individual";"";"";""
"1065853216786434";"also ich sehen bei der Demos der AfD in Erfurt vieler Rentner -- der bei Wind und Wetter dort erscheinen . sicher geben es welcher -- der aus Gewohnheit CDU und SPD wählen -- aber der sein längst nicht alle .";"public";"";"";""
"1065813310123758";"wenn man Politik mit der Volk -- für der Volk machen -- haben man politisch Bildung nicht notwendig . mittlerweile wissen jeder mündig Bürger -- was er von dieser Staat zu halten haben . wenn der jetzig Politik -- nach alt SEDStil -- Auge zu und durch -- weiter praktizieren werden -- sein ein Eskalation der age absehbar . und der nicht nur in Sachsen -- sondern bundesweit .";"public";"";"";""
"1065802966791459";"wir brauchen ein neu Politik.";"public";"";"";""
"1065828656788890";"was wir hier benötigen sein der Recht auf Meinungsfreiheit .";"public";"";"";""
"1064443133594109";"wir sein ein and gemeinsam sein wir stark.";"public";"";"";""
"1069080809797008";"der gehören doch der gleich Partei an wie dieser Beck -- oder . ach ja man hören es doch auch . Önnte es sein -- dass sein Ieferant in Verzug sein . wer wählen eigentlich solcher eute .";"public";"";"";""
"1064440160261073";"-- ja -- der Uni eipzig haben halt aller WessieVersager -- der kein Studienzulassung an anderer Uni bekommen -- in der 90er aufnehmen . jetzt ham wir der Salat .";"public";"";"";""
"1064996736872082";"Gerry Zuhlig der erster Weltkrieg. 17 Million tote 2. der zweiter Weltkrieg 5055000000 tot 3. agasaki Atombombe 200.000 tote 4. der Rieg in Vietnam mehr als 5 Million tote 5. der Rieg in Bosnien osovo mehr als 500.000 tote 6. Rieg in Rak 1.200.000 Todesfall 7. Afghanistan -- Burma usw. du denken immer noch -- dass der Slam sein der Problem . und wenn zu ihnen sagen werden verursachen kein Orruption auf der Erde -- sagen sie wir sein Friedensmacher -- aber Reformer . 02.11.";"individual";"";"";""
"1064381780266911";"ob ihr es glauben oder nicht . hier in Worms in ein 9 lasse wussen fast alle in dieser Schulklasse nicht wo Sachsen liegen . was Sachsen sein . und wo Dresden liegen . da fallen ein nichts mehr ein . dieser Schulbildung hier in alifat Worms sein einfach unfassbar .";"public";"";"";""
"1069177186454037";"der müssen ihr euch hereinziehen der Naller der dumm Inderficker drogenkrank grüne.";"public";"";"";""
"1065818066789949";"Gehirnwäsch triffts wohl eher.";"public";"";"";""
"1065828670122222";"wieso der Sachse also dann aber zumindest eher der Bundeszentrale für politisch Bildung . seit wann werden ein and wie z.Bsp. Sachsen in Politik aus oder weitergebilden . st ja ein ach . von daher Bundeszentrale mal nachdenken über so viel Schwachsinn . warum . selbst denken und dann reden . oh. der tun echt weh .";"group";"";"";""
"1064678616903894";"dann sein ich mal gespannt -- worin genau Sachsen der Vorzeigebundesland sein . oder sollen man etwa stolz auf Clausnitz -- Freital und Co. sein .";"public";"";"";""
