"id";"description";"TAR"
"1069125156459240";"oh , ihr schwaben habt auch ein volltrottel als ministerpräsident . gruß aus sachsen , wählt bitte richtig .";"group"
"1065849560120133";"wir haben eine bildung und brauchen keine bevormunden von stasimitarbeitern hr.tillich , maas und so";"public"
"1064399073598515";"doch gabriele , aber hoffentlich wird sich das zeitnah deutlich ändern";"individual"
"1064370850268004";"sachsen lasst euch bloß nicht unterkriegen von den versagerpolitikern und der lügenpresse du";"group"
"1065825330122556";"herr gottlieb , ich fürchte dass pegida dereinst im rückblick der völlig auftakt war dem sich eine nie eruption des volkes gegen ein system anschloss denn wir das volk , haben das recht und die pflicht widerstand zu leisten";"individual"
"1064363103602112";"das ist genau auf den punkt gebracht";"public"
"1064470026924753";"jede stimme zählt . die svpinitiative könnte alle rekorde brechen die durchsetzungsinitiative mobilisiert die massen . in vielen gemeinden haben bisher klar mehr personen abgestimmt als meine empfehlung i ja zur vernunft am . februar . svpdurchsetzungsinitiative ja . gotthardtunnel ja . abschaffung der heiratsstrafe ja . die mehrheit in der schweiz sorgt jetzt für lösungen und mehr sicherheit in unserem land . nur noch tage bleiben . senden sie heute per apost bitte frankieren ihr abstimmungscouvert zum wahlbüro . oder geben sie am samstag und sonntag persönlich ihre stimme an der urne ab es wird sehr knapp jede stimme zählt .";"public"
"1064905916881164";"beim lesen der kommentare kann man nur dümmer werden .";"public"
"1065830673455355";"da hilft nur noch die vertrauensfrage für diese regierung";"public"
"1065850386786717";"";"public"
"1064413570263732";"kata mo ne moslempartei . da haben wir schon die grünen .";"individual"
"1065887196783036";"ich habe mich immer gehofft mit mein lehrer";"public"
"1069099443128478";"das grundgesetz , für die bundesrepublik deutschland , grundgesetz ist schon umgangssprachlich du hättest eine genauso figur abgegeben wie dieser journalist";"individual"
"1065802840124805";"bildung heißt dann nichts weiter als das alle mal wieder in nur eine richtung gucken dürfen .";"public"
"1064655503572872";"ich zieh mir pegida ein bis nichts mehr geht da merkt man das die welt sich grüße aus dem erzgebirge , freunde";"group"
"1069083063130116";"oh mann . und was darf interviews führen bzw welche geben leute , viele würden wirklich arbeiten im gegensatz zu solchen figuren .";"public"
"1065823896789366";"staatsbürgerkunde . dann aber mit marx , engels und lenin .";"public"
"1066106730094416";"ja wir brauchen eine bildung , aber eine darstellen der politik .";"public"
"1064441993594223";"tilo , ich bin vor jahren nicht mit schildern um gefahren , ich bin schon immer parteilos gewesen und bin es noch heute , die politik in der ddr war auch nicht erträglich und bin vor jahren auch auf die straße gegangen aber was hier mit den volk in deutschland gemacht wird ist ist eine schande für die leute die vor jahren auf die straße gegangen sind.du bist nicht der einzigste der sich traut jetzt auf die straße zu gehen ich bin seit november fast jeden montag und demos auf der straße . wenn du mit mir ein problem hast , dann schau in meine chronik , ansonsten geh zum arzt .";"individual"
"1069102966461459";"links kennt kretschmann nur vom straßenverkehr . er ist ehe ein grün kleinbürger .";"public"
"1069105233127899";"habe immer gedacht eine krähe hackt der anderen kein tauge aus aber wie die sich selber fertigmachen untereinander köstlich jeder versucht noch linksradikaler zu sein wie der anderen das ist schon abstrus";"public"
"1065832670121822";"die brandursache ist bis heute nicht geklärt , aber die schuldigen standen bereits am tag fest wie war das mit dem reichstagsbrand .kurze zeit später wurde das ermächtigungsgesetz verabschiedet und die demokratie abgewickelt";"public"
"1065883433450079";"den damen und herren der fraktion dann einen schönen gruss gutes kann niemals aus lüge und gewalt entstehen.schön brav an die nase fassen.und asylbeantrager die ich weise meinen namen nicht und pass einfach weg ist.sich mehrfach anmelden rumpöbeln , vergewaltigen stehen zusammenschlagen , belästigen und angst verbreiten sind als die guten . ihr habt es doch echt nicht mehr alles und sachsen ich komme übrigens nicht aus sachsen , also neutral braucht bildung . hmmm.unsere neuankömmlinge nicht . wir in deutschland wissen was recht und unrecht ist und auch , das es immer auch bei uns solche leute geben wird die dann aber meistens auch bestraft werden wenn auch manchmal nicht so wie es sein sollte bei schändung , tiermord , quälerei , brutalität , tötungsdelikten.aber sie kennen die gesetze unsere mitbürger.der rest lassen wir dahingestellt ob bildung oder wenig oder eben garnicht . eins fehlt auf jeden fall das der respekt für die andere unser hier in deutschland ansässigen kultur.egal ob judentum , christentum oder friedlich brauch und religionstum .";"group"
"1066040990100990";"warum überrascht es mich nicht dass pegida gegen bildung an schulen ist ein schelm weder böses dabei denkt du";"public"
"1064848076886948";"ich bin stolz auf euch sachsen , nicht nur das ihr die mädels habt nein ihr habt auch noch vaterlandsstolz und kämpft dafür .";"group"
"1066481290056960";"daniela beides ist richtig";"individual"
"1065825680122521";"politiker brauchen keine aufklärung über demokratie , die wissen genau das es keine demokratie ist wenn ihre entscheidungen und gesetze vom volk nicht verhindert werden können wenn die demokratie volksvertretungparlamentgesetzgeberdt.bundestag über der demokratie dem willen aller staatsbürgervolk steht dann ist es eine oligarchie , eine elitendiktatur , eine politikerdiktatur . die wahl der partei bringt nichts wenn das wahlrecht nicht demokratisch verändert wird es macht keinen sinn wählen zu gehen in einem system , das merken immer mehr menschen und gehen nicht mehr zur wahl .";"public"
"1065834113455011";"na logo wählen ist pflicht . ich gebe nicht auf der glaube stirbt zuletzt";"public"
"1065823883456034";"kommentar , herr grow . danke .";"individual"
"1069127059792383";"ich frage mich immer wer wählt die eigentlich .";"public"
"1065852836786472";"sachsen braucht wie wir alle eine regierung .";"public"
"1069143589790730";"werde nie verstehen , das die meisten menschen in würtemberg immer noch die grünen wählen wollen habt ihr kein euren kindern gegenüber";"group"
"1069136533124769";"cemil degirmenci lies deine link mal genau durch er stellt selber klar das das gg keine verfassung ist , versucht aber sie als solche unter zujubeln.womit ich deinen informationshinweis mal an dich zurück geben und [ @ind ] neumann , wer wiki als quelle angibt , dem ist leider auch nicht wirklich zu helfen.und unsere vefassung sagt dann im art . aus , das wir besatzungskosten zu tragen haben , weil wir ja demnach was wären.wem zahlt man besatzungskosten . richtig . ja nie ist klar.lasst euch mal weiter verarschen";"individual"
"1065847320120357";"was versteht er unter bildung . gegen bildung ist nichts einzuwenden wenn sie nicht einseitig erfolgt und lediglich manipulieren soll wenn man nun tillich und mitstreiter so reden hört scheint diese gefahr sehr nahe";"public"
"1065865826785173";"also andersdenkende müssen politisch gebildet werden.das hatten wir doch schon einmal";"public"
"1065832640121825";"ist unser bildungssystem nicht schon mehr als genug von ideologie unterwandert woher kommt der hass auf das und die gewalt gegen deutsche bei studenten . die steigerungsform wäre dann der massenhafte selbstmord oder die selbstversklavung . es sollten viel mehr werte vermittelt werden die uns erst gar nicht in diese situation , von der spaltung der gesellschaft in gut und böse oder nazis und gutmenschen bis hin zur aufgabe unserer identität , geführt hätten";"public"
"1064373240267765";"nicht unterkriegen lassen , meckern nur über das , was sie selber denken die spinner da oben";"public"
"1065798426791913";"erziehung für politiker wäre ja mal was .";"public"
"1065828320122257";"torsten";"individual"
"1064414723596950";"tilo pusch ich schwöre es deutschland ist meine heimat . ich bin christ , und im irak ich habe keine chance . vor jahren , waren ungefähr . christen , und aktuell sind weniger als . christen im irak . darum ich liebe deutschland , und insbesondere das sachsen .";"individual"
"1065910246780731";"ende und da fiel auch immer der begriff scheindemokratie.in stabü";"individual"
"1066278033410619";"michael grimm zur entscheidung deiner oma die afd zu wählen , kann ich nur sagen oma , oma .";"individual"
"1065979783440444";"gisela friebe richtig , danke .";"individual"
"1064441946927561";"sachsen macht euch nichts daraus früher hat man auf den grünen umgehackt als sie noch ideen hatten";"group"
"1069142563124166";"schaut hin ihr menschen , diese herrenriege bestimmt über zukunft . deren zukunft liegt hinter ihnen und sie haben den teil ihres lebens gelebt und ihr schaut immer noch zu . ihr und eure kinder müssen dieses leid ertragen steht doch endlich auf";"group"
"1069224583115964";"die schwaben sind von gestern . ach , es ist doch alles nicht so schlimm";"public"
"1064399096931846";"ehrlich alan .";"individual"
"1065875530117536";"hildegard müller genau so ist es .";"individual"
"1065824020122687";"staatsbürgerkunde kommt mir bekannt vor .";"public"
"1065932713445151";"die sachsen wollen kein multikulti herr tillich , multikulti ist gescheitert .";"individual"
"1064594276912328";"es gibt noch viel zu viel worüber nicht gesprochen werden darf und es kotzt mich an . pegida und die afd finden es nötig sich ausgerechnet bei israel einzuschleimen , wo es doch ausgerechnet organisationen sind die wie mir scheint mithilfe von schuldgefühlen und erpressung die länder mit überfluten und damit die länder und die kulturen ihrer völker zerstören . übrigens gewann ich soeben den eindruck , es scheint eine organisation zu geben die ihren namen durch drei buchstaben abkürzt die bei facebook , wie es soeben schien einen security check provozieren sobald sie in einem kommentar erscheinen zumindest ist das soeben mir geschehen weshalb ich einen kommentar , der diese reihe aus drei buchstaben enthielt und offenbar deshalb einfach nicht einstellbar war löschen musste um quasi denselben diesen kommentar , ohne die reihe buchstaben , nochmals zu schreiben und kosten zu können . es ist offensichtlich dass wir hier eine plattform benutzen die genau von den deutsch kräften kontrolliert wird denen wir mithilfe dieser plattform entkommen wollen . es ist einfach lachhaft , wäre es nicht so tödlich ernst .";"public"
"1069164643121958";".";"public"
"1065817270123362";"das sein bestimmt das bewußtsein , karl marx , ddr . nicht indoktrination verändert das verhalten von menschen , sondern ihre lebensbedingungen bestimmen ihr verhalten .";"public"
"1065909316780824";"ende , für wen möchten sie bildung , und wie soll die aussehen etwa so das wir dem wie unsere regierungparteienunternehmerwirtschaftsbosse momentan sind nur das nach schreien was der prediger vorgibt kann doch nicht ihre intention sein nur um an der macht zu bleiben";"individual"
"1064921366879619";"tilo pusch zum glück . y";"individual"
"1069128756458880";"auc so eine person";"public"
"1065880436783712";"herr tillich sollte mal an einem lehrgang teilnehmen der da heißtich bin politiker vom volke gewählt und habe für dieses da zu sein";"public"
"1064518290253260";"wo bleibt die bescheidenheit . denn diese ist eine tugend .";"public"
"1064377680267321";"ende was hast du raußgefunden .";"individual"
"1069143743124048";"";"public"
"1064384613599961";"ich habe auch türken und marrokaner als freunde und da gibt es keine probleme . der glaube und die politik müssen strikt getrennt werden jeder kann seinen glauben leben aber nicht versuchen einem seinen glauben überzustülpen . das gibt nur hass .";"public"
"1066090603429362";"ende mal darüber nachgedacht die war ungebakt , die ist profan";"individual"
"1069077826463973";"nur zum";"public"
"1065895823448840";"bildung kulturmarxismus und gehirnwäsche";"public"
"1065806996791056";"staatsbürgerkunde . die ddr lädt jahre ddr können nicht schlecht gewesen sein ha ha und eine blockflöte tillich gibt den unterricht .";"public"
"1064370740268015";"willst du mich jetzt komplett verarschen ich dachte der kommender von kosten analritter wäre schon die stufe und dann kommst du hier angehimmelt und kriegst nicht einmal einen satt raus man ich kann mir beim besten willen ich zusammenreimen was du mir jetzt sagen willst wie lange lebst du denn schon in deutschland kochen ich kenne asylanten die besser deutsch können als du";"individual"
"1064634410241648";"die sachsen haben viel unterstützung aus dem ausland . ich sage nur polen oder tschechien . die gutmenschen sind mittlerweile ein jämmerlicher haufen . sie sind mittlerweile in der minderheit und ganz europa schüttelt nur den kopf über solch naiv menschen";"public"
"1065799113458511";"das kenne ich von früher stabü . war total langweilig .";"public"
"1064447860260303";"ich bin zwar kein fan vom spiegel aber dieses mal haben sie sich sehr interessant damit auseinander gesetzt warum in dresden pegida so erfolgreich ist aber in leipzig nicht";"public"
"1065835573454865";"merkel wird es schon richten";"public"
"1065841533454269";"iss klar wenn die umformung biss holpert dann halt umerziehung wie bei stalin und vattern honecker .";"public"
"1065824590122630";"die herren politiker sind in den modus gewechselt wenn erst mal die milionen einwanderer angekommen sind ist es irrelevant was die altbevölkerung denkt . der nannystaat der für den bürger denkt und handelt";"public"
"1065938206777935";"danke peter dost .";"individual"
"1065801540124935";"ein lässt sich eben keine lügen so einfach gefallen und auftischen .";"public"
"1064379180267171";"weil wir sachsen uns niemals von den politikern vorschriften machen lassen die sind ja nur auf ihr ansehen in der welt bedacht im erikamerkel";"group"
"1065819610123128";"schaut euch das gesindel doch an.die meisten ändern doch ihre gesinnung , wenn sie erstmals einer arbeit nachgehen und ordentlich steuern und zahlen dann merken sie das man jahrelang schaffen kann und trotzdem nicht vom fleck kommt .";"public"
"1064380410267048";"der osten macht es vor und wo bleibt der westen.xd da ist ja schon alles verseucht bringt nie mehr";"public"
"1066196066752149";"";"public"
"1065824936789262";"die forderung nach veröffentlichung aller akten über deutschlands vergangenheit scheint für diese bildungsverweigerer keine rolle zu spielen . man will sich mit den alliierten siegermächten nicht anlegen . die aufarbeitung und veröffentlichung soll dem volk vorenthalten werden . lügenpolitik zu gunsten einer scheindemokratie .";"public"
"1065849536786802";"neine diese brauchen wir nicht unsere schulbildung ist ausreichend .";"public"
"1069106379794451";"also ich mag die grünen nicht aber hier wird deutlich wie zeitungsschmierer arbeiten wenn sie jemanden diskreditieren wollen dann tun sie es egal welcher partei er angehört";"public"
"1064593270245762";"";"public"
"1065826126789143";"man du hast so recht .";"individual"
"1065823743456048";"ist wohl umerziehung gemeint .";"public"
"1065863873452035";"jetzt wird es komisch die gehirnwäsche als mittel . die angst der regierung vor dem volk , treibt seltsame blüten . aber das ist das ergebnis vom ignoranz und verleumdung . seltsam ist nur das dass aufbegehren des volkes als mutig und richtig bezeichnet wurde das aufbegehren gegen bevormundung , überwachung , selbstherrlichkeit und gegen züge heilst heute von den leuten rechts und nazi .";"public"
"1065853190119770";"unglaublich . zdf will uns den rfid chip schmackhaft machen bereits vor monaten schrieb ich über diesen plan . hier geht es zu meinem artikel";"public"
"1065897210115368";"und werden überall hin gefahren mit taxi oder bus";"public"
"1064623233576099";"eva peters genau so ist es das soll alles schön vertuscht werden weil sie angst haben das von unseren und dummgläubigen gutmenschenleider immer noch reichlich vorhanden dann doch so einige aus ihrem komaschlaf aufwachen da verliert man ja schließlich wählerstimmen und je mehr die wahrheit erfahren umso größer wird die gefahr das man die kontrolle über das volk verliert kenne auch leute die auf grund ihres berufes mit den flüchtlingen zu tun haben und da wurde klar und deutlich der maulkorb verpasst und mit konsequenzen gedroht bei zuwiderhandlungen oder beteiligung an kundgebungen . gott sei dank halten sich immer weniger an diese anweisungen und erzählen wie es wirklich aussieht";"individual"
"1066007420104347";"schulbildung . der kasper kann ja mal und bildung an den grenzübergängen anbieten auf dem stundenplan bitte frauen gegen ihren willen belästigen , und vergewaltigen nicht erlaubt steht unter strafe . grenzübertritte in europa . nicht erlaubt zig identitäten zum abkassieren von leistungen aller art . nicht erlaubt islamisierung betreiben nicht erlaubt und damit er und seines noch was lernen , bitte cdu , spd und politiker mitnehmen sich am volkseigentum bereichern nicht erlaubt pädo drecksäcke finanzieren und unterstützen nicht erlaubt.gegen den willen des volkes regieren nicht erlaubt plündern nicht erlaubt kinder und altersarmut zulassen nicht erlaubt selbst diäten schamlos erhöhen nicht erlaubt.unfassbar welche arschlöcher momentan in diesem land reden dürfen";"public"
"1069086469796442";"";"public"
"1065834123455010";"die linken haben in den gern auf mein auto , welches in kreuzberg geparkt war ein anarchiesymbol gekratzt und das bei einem arbeiter , denkt nicht das die sich für recht und ordnung einsetzen";"public"
"1065856720119417";"sachsen braucht also mehrgutmenschpropaganda . auf keinen fall , die sachsen sind ein beispiel für uns alle wie man sich richtig zur wehr setzt respekt .";"public"
"1065875520117537";"daumen hoch für den kommentar , danke dafür besonders für man hatten wir es ruhig";"individual"
"1066592630045826";"ich kenne bei dieser politik die hier gemacht wird nur einen spruch und der geht so politik ist eine hure , du kannst machen was du willst solange du bezahlst .";"public"
"1065802323458190";"da hab ich immer geschlafen du";"public"
"1064408500264239";"torsten martin selten so gelacht v";"individual"
"1065848556786900";"";"public"
"1065835766788179";"gisela friebe ich bin auch der meinung , dass sich viele rentner von den altparteien abwenden schaut man sich bei den demos von pegida und afd um so sind doch sehr viele menschen dabei";"individual"
"1065810020124087";"man darf auch wenn häuser brennen nur nicht mit menschen darin";"public"
"1069175566454199";"kretschmann ist ein linker durch und durch anhänger des menschenschlächters mao tse tung , der für über millionen tote . in friedenszeiten verantwortlich ist kretschman und konsorten sind die gefahr für einen rechtstaat .";"public"
"1069188103119612";"auweia";"public"
"1064361840268905";"alessandro gentile , gefällt mir was du schreibst.ist bawü nicht das bundesland , das so rot grün vers.ist .";"individual"
"1066007663437656";"da stimme ich dir voll und ganz zu .";"individual"
"1066462050058884";"ende die geistig partei .";"individual"
"1065896900115399";"michael grimm ja die fratze . warum sehen das so wenige mensche . denen im westen ging es doch nur gut weil es uns gab die konsumgüter die wir zusätzlich in den kombinaten produziert haben für den westen . wir millionen einwohner waren arbeiter , mit dem bisschen was wir hatten ich will das system von damals nicht preisen denn so ging es auch nicht weiter jedoch was jetzt abgeht ist der wahnsinn .";"individual"
"1065827996788956";"politiker sollten mal bei sich selbst anfangen das ist ein land also darf man auch rechts eingestellt sein";"public"
"1069103569794732";"mal ganz ehrlich der herr kretschmann kommt mir sehr verdächtig vor , entweder ist er etwas verwirrt oder aber er nimmt auch solche mittelchen als volker beck . er kann fragen nicht folgen gibt antworten , ja soll die waldfee , und solche menschen regieren ein bundesland , nie danke , wer diese leute an die macht gebracht ist auch irgendwie nicht ganz bei trost , noch dazu diese kompost partei , die sollte schnell entsorgt werden besser ist das .";"public"
"1065839686787787";"gleu was bringt ungültig wählen und wie werden nicht stimmen aufgeteilt können sie mir das bitte erklären ich verstehe es noch nicht";"individual"
"1065853216786434";"also ich sehe bei den demos der afd in erfurt viele rentner , die bei wind und wetter dort erscheinen sicher gibt es welche die aus gewohnheit cdu und spd wählen aber das sind längst nicht alles";"public"
"1065813310123758";"wenn man politik mit dem volk , für das volk macht hat man bildung nicht notwendig mittlerweile weiß jeder bürger , was er von diesem staat zu halten hat wenn die politik , nach sedstil , augen zu und durch weiter praktiziert wird ist eine eskalation der lage absehbar und das nicht nur in sachsen , sondern bundesweit";"public"
"1065802966791459";"wir brauchen eine politik";"public"
"1065828656788890";"was wir hier benötigen ist das recht auf meinungsfreiheit .";"public"
"1064443133594109";"wir sind ein land . gemeinsam sind wir stark .";"public"
"1069080809797008";"der gehört doch der partei an wie dieser beck.oder.ach ja.man hört es doch auch . könnte es sein dass sein lieferant in verzug ist wer wählt eigentlich solche leute .";"public"
"1064440160261073";"na ja die uni leipzig hat halt alle wessieversager , die keine studienzulassung an unis bekamen in den ern aufgenommen jetzt hat wir den salat .";"public"
"1064996736872082";"gerry zuhlig der weltkrieg millionen tote verursacht durch nichtmuslime . der weltkrieg tot verursacht durch nichtmuslime . nagasaki atombomben . tote verursacht durch nichtmuslime . der krieg in vietnam mehr als millionen tote verursacht durch nichtmuslime . der krieg in bosnien kosovo mehr als . toten verursacht nichtmuslime . krieg im irak bisher . todesfälle verursacht nichtmuslime . afghanistan , burma usw verursacht durch nichtmuslime du denkst immer noch dass der islam ist das problem du und wenn zu ihnen gesagt wird verursachen keine korruption auf der erde , sagen sie wir sind friedensmacher , aber reformer . [ . ]";"individual"
"1064381780266911";"ob ihr es glaubt oder nicht.hier in worms in einer klasse wussten fast alle in dieser schulklasse nicht wo sachsen liegt.was sachsen ist.und wo dresden liegt da fällt ein nichts mehr ein.diese schulbildung hier im kalifat worms ist einfach unfassbar";"public"
"1069177186454037";"den müsst ihr euch einziehen der knaller die kinderficker drogenkranken grünen";"public"
"1065818066789949";"gehirnwäsche trifft wohl eher";"public"
"1065828670122222";"wieso die sachsen . also dann aber zumindest eher die bundeszentrale für bildung . seid wann wird ein land wie z.bsp . sachsen in politik aus oder weitergebildet . ist ja ein lacher . von daher mal nachdenken über so viel schwachsinn . warum . selbst denken und dann reden . oh das tut echt weh .";"group"
"1064678616903894";"dann wäre ich mal gespannt in was genau sachsen das vorzeigebundesland ist . oder soll man etwa stolz auf clausnitz , freital und co. sein";"public"
"1065822366789519";"auf deutschland rollt eine armutswelle zu da wird mir angst und bange . und die werden sicher keine cdu oder spd wählen meine oma wählt afd mit .";"public"
"1069101569794932";"jetzt crystalisiert du sich so einiges raus d";"public"
"1066428593395563";"eine erneuerung der schulbildung wäre mal von nöten und der zeit angepasst jedoch mehr bildung . dadurch erzieht man sich aber keine menschen , welche dann ihre parteien wählen aber es werden vielleicht politiker entstehen wo man eventuell mal wieder die versprechen und wahlthemen glauben kann bislang haben alle politiker eins gemeinsam sie sind verlogen und wirtschaften in die tasche was geht wann hat mal einer freiwillig gesagt statt die diäten zu erhöhen senken wir steuern . warum verdienen politiker soviel geld für soviel scheiße , eine friseurin steht oh im salon und muss trotz mindestlohn mit hartz aufstocken bzw überhaupt pflegeberufe sind mit herzblut rund um die uhr für ihre bewohner das und sie verdienen einen witz . also warum verdient der politiker mehr . warum wird darüber nicht mal debattiert da macht ihr wenigstens mal was";"public"
"1069093459795743";"der interviewer zeigt hier wie das bei der lügenpresse gemacht wird der interviewte wird dazu gebracht eine aussage zu machen . wie bei frau petry mit der grenzschließung , geht es nur um das wort also ist das eher ein verhör als ein interview . und es spielt dabei keine rolle wer das opfer ist";"public"
"1069088383129584";"hier zeigt sich die kompetenz der politiker speziell der unreifen grünen sie denken über alles nach und kommen zu keinem ergebnis .";"public"
"1066281116743644";"albert kiss was heißt ungebakt . kann mit dem ausdruck nichts anfangen übrigens haben die meisten menschen ein ganz leben in der ddr gelebt ohne gehirnwäsche . sicherlich gingen uns die parolen auf die nerven . du brauchtest aber nicht in die sed eintreten wenn du nicht wolltest und geschimpft und gemeckert über den staat haben wir auch mich hat keiner von der stasi abgeholt";"individual"
"1066008933437529";"mehr erziehung , weniger denken . menschen sind die fressfeinde der demokratiediktatoren in berlin .";"public"
"1065810836790672";"für bildung und die bevölkerung ist kein geld das aber für flüchtlinge .";"public"
"1065886793449743";"dem tilli ist seine kariere anscheinend wichtiger als bei der wahrheit zu bleiben";"public"
"1069093209795768";"und ich habe noch nie rot oder grün gewählt";"public"
"1064464676925288";"das ihr euch über so den antifantendreck aufregt der kann uns mal am hobel bla .";"group"
"1066221073416315";"sehrt gut dan bitte anfangen mit mein kampf .";"public"
"1065867610118328";"jetzt soll also bei den noch leicht zu kindern angesetzt werden bei den eltern ist der zug ja schon lange ironie oft im ernst.ich all vor lachen gleich vom küchenhocker . das hatten wir doch alles schon hat euch das damals vor dem untergang gerettet wohl eher nicht es wird auch diesmal nicht funktionieren .";"public"
"1069110199794069";"haben die grünen denn überhaupt kein rückgrat , der will wieder ministerpräsident werden und sabbert einen mist zusammen ich wollte nicht fußte aber habe dann doch gemacht anstatt den interviewer mal ein text zu sagen habe aber das gefühl die wählen ihn wieder und haben nie mitbekommen was z.zt . abgeht im ländle .";"public"
"1064438100261279";"peter flemming , stimmt ich hoffe immer es kann nur auf dauer sein dass alle diesen zustand nicht mehr dulden von mir ist es leider zu weit weg sonst käme ich jeden montag und würde immer ein paar leute mitbringen jetzt sagt man im osten habe man die bildung vernachlässigt daher sei nur dort was möglich ich sagen im osten hat die gehirnwäsche nicht funktioniert aber hier denken auch viele anders nur trauen sie sich nicht";"individual"
"1064360643602358";"ich finde es auch super frage mich nur.warum unterstützen wir sachsen nicht warum bekommen wir das nicht hin .";"group"
"1069125263125896";"kennst die aus . widerlich .";"individual"
"1065946923443730";"liest siech für mich wie sachsen muss besser gehirngewaschen werden . ich weiß nicht was schlimmerist der osten ohne diesem flüchtlingsdrama oder die meinungsdiktatur des westens .";"public"
"1064375313600891";"wir , in sachen sind auf alle deutschen stolz die patrioten sind und manche hunderte kilometer fahren um bei uns zu den demos mit dabei zu sein danke . fazit , egal wo die leute herkommen egal aus welchen bundesland , egal aus welchen land natürlich auch nicht deutsche die auch sehen dass hier auf der welt sehr viel schief läuft dank an alles gemeinsam sind wir stark .";"group"
"1065812563457166";"flüchtlinge fahren kostenlos taxi , überall hin unsere steuergelder und ich soll bis arbeiten für vielleicht mal euro rente . da könnte man amok laufen .";"public"
"1065815313456891";"tanzt auch du nach der pfeife der . bundeszentrale für bildung umerziehung zur demokratie und toleranz . durch die brdstatthalter . nach den vorgaben von wallstreet und federal reserve . demokraten an ihren früchten sollt ihr sie erkennen";"public"
"1064361833602239";"also sind nazis mathematiker und naturwissenschaftler oder wie .";"public"
"1065800393458383";"das müssen alle machen das ist klar der bürger ist eine gefahr . sie hätten lieber noch mehr bürger .";"public"
"1065851463453276";"anemone arnold wir rentner werden oft unterschätzt mit unserer bürgerinitiative gegen salafisten haben wir viel erreicht jahrelang trafen die sich auf unserem marktplatz zum freitagsgebet und hielten ihre open airveranstaltungen ab hier haben es vorwiegend menschen und rentner geschafft einen pierre vogel und sven lau mit seinen anhängern aus mg zu vertreiben";"individual"
